seed	V	E	states	duration
46cd7b851d9c12aa	8	22	443697	13210
3e35e5570ff0d4e7	8	24	109375	1533
27660619189d39ef	6	5	21388	93
18232ffb7bb9eb9b	8	21	1416	719
d54393823a07d677	6	13	5299	18
0755034d1f43a46d	8	13	19538	1162
7a4596a6f436c6ef	6	6	1433	20
4dd31b5606043f48	8	8	3824	815
730e2b9702689ce8	8	13	1	502
aa0a95f791cfbba6	7	13	15991	317
33096e671439566b	7	7	4532	162
05cf3e3ebac2412c	6	11	6961	31
8ce46ea29ea77e88	7	9	33702	483
e7eeee7dcf1ee8d0	7	16	12829	163
3f5e2dde02b2e21d	7	17	18231	145
1a41581f06fbb28a	7	7	7406	237
9531adf30c6205d1	8	10	3265	941
dc4063fa9dc9c9f7	7	10	3395	107
398689897945dc8c	7	11	3998	88
db382dbb1da79c0d	6	8	2617	25
d2da086085533629	8	16	12113	1257
b07c0c3d7e21c47e	7	15	47419	710
6850fec499c9e58b	8	10	5566	1052
76ec2df3bbcae6c2	6	11	5053	47
be54b5fadd9edbf9	7	14	7797	114
e55c3d5f001517dc	6	6	1072	20
15289b48e5339574	6	10	7035	27
8ff7b02e5cc31828	6	8	2534	17
b900b83158795dc3	7	10	2174	90
50d987072efaf68c	6	8	1230	15
b5c9f878668a43fd	7	10	1566	120
33df96aae8bbc6ef	8	19	7392	901
4ece6556e5862794	8	11	23945	1936
43475804f4ab4c0d	6	6	3309	34
4356bd13d9d4edcd	6	13	5299	11
3e341f9ba73eba32	8	9	100502	4832
fb42229ff8d9b61c	7	15	4523	155
3be4207b8c9156ed	8	26	1293343	19204
66ce7329dc9d3830	6	10	1822	16
bb5c8bee045e0a2b	7	20	466927	1213
c22cff4127a36373	6	8	1778	17
e12dfebe20aa9608	7	13	2413	107
e3dc8588b6172ed1	8	17	24180	2456
cea3aef27dda0e0b	7	18	57923	423
e6b70effdd9ad324	8	17	21391	2856
7392105a269886cd	7	12	2786	110
0b256ac45e73b762	7	10	3023	133
9d2a991abaab7f8f	6	7	1472	20
b8dd6ef23fcaf469	7	18	35993	141
44707f6b59b9e2b9	8	9	24364	1726
e88af93455b565b1	6	5	4714	32
64a050ad9fa1ca1c	8	19	10439	2279
9a6309db4eae95da	6	14	22689	35
244900bc587b12db	6	6	1001	18
081b5b55d7a5712d	7	9	2998	102
c3f68a43ce07db81	6	7	2554	32
2253a319b8a3d860	6	9	1275	14
cc6d08cf630a1ca8	6	11	5971	52
d04436e51bd2734f	8	19	9867	2736
5fa44ab037b75138	7	20	466927	1104
6bf275d3c663009a	7	10	34382	387
42d48cd71584064b	8	24	698307	21026
1dc285322463b846	7	18	242713	779
049cfeca2bc34ac5	7	11	1	69
a313d6624a72d2ca	6	14	22689	95
f6bdab0f61603035	8	11	1	858
38167ce5b86a8950	8	26	1293343	27280
30cd49aca80b46b7	6	14	22689	37
921ff448173fd63d	7	16	40235	170
6a2942564ce0e3fe	6	13	5299	37
14e09badf897615c	7	14	16983	241
5adebab8bdf00848	7	14	16983	321
f6cb1eac476cf2a5	7	8	4783	116
f77edef1f6c617f4	6	8	8688	39
e6339b677374a0ae	8	24	698307	9261
f8d1acae37fd074d	6	13	5299	18
a1ee31d0b25acb0e	8	26	1293343	20940
92862533ffd2bede	8	14	15312	1134
17ce565377d208b4	8	22	223615	2383
f940bf9b2ec7c741	7	11	6950	137
52799caf125632c7	8	17	26598	1734
3e95bcea36f55ec7	6	14	22689	97
6a81a37d2023ee9f	6	13	5299	37
bc522622f945bd79	7	14	10612	193
a8c90a7daa7dfb18	6	6	3309	31
ef4fc4c1fec1edaf	7	19	68109	688
33db5df8be804d77	8	18	21406	1103
e38a7fc1256c6c52	8	21	67757	1159
35e43d69df67b937	8	17	12891	1015
4fffdc970dd8614d	6	13	5299	29
8e8764827b9432f6	6	5	1434	23
cb321f97e2ab4ada	6	7	483	21
1573eeaa86a49470	8	27	13370769	87975
148d97ef65add076	8	17	26598	2065
4766ec40cea69bfa	8	26	5898985	31879
1dec6c8ba1e364d0	8	24	254811	6849
9c7d47e6d80469d5	6	8	3237	19
6748fd16b49d5e30	6	10	4065	35
eccd4a24804be115	8	23	12853	1380
5876b8ccd2e3b398	8	17	3096	865
5526408fb019b790	7	20	466927	4402
a6e48d24b24d326d	8	10	11031	1871
80a25fcd45f7e7be	6	9	1870	25
e2636cd4d171ed46	6	12	5369	21
7fa3dd24bf89a6dd	7	16	53872	503
caddabbe92f98124	8	12	1882	587
34da08b8d97de9fc	7	11	5630	121
22b7c05290887641	7	17	60265	238
0c45f53058b0ffc2	6	6	1254	20
36b77882b3b49a4a	8	14	2542	438
2ebc47badb22204a	7	18	35993	322
96c5fea3668babf5	7	7	24844	417
c3df7104756f5234	8	22	13538	660
027179ba4617a1eb	8	15	1	441
33a3ddcfc7e04664	8	9	7535	881
f14b27b5b50f249a	6	13	5299	18
08e97fc58fe14a61	8	8	12807	1619
828eee92e1683f4e	8	11	4842	1597
016706d02044ab36	8	18	19489	2711
8cd8486e6397d774	7	19	68109	264
1279e3183671832f	7	15	4287	79
28dd1f7bf7083b0e	8	13	2379	560
ef670b27ee827943	8	24	254811	1264
5ad5d8edafd3e291	6	11	5971	49
75009d33a2a08ba4	7	7	4532	149
485d34e89d059587	7	10	1566	69
f198a017700e173e	8	23	23695	2148
5b85d389eff0285d	6	10	4728	32
624c656481f9699f	7	20	466927	4399
c05de352a67a4327	7	9	1981	142
b56d176b44878edc	8	10	13717	969
1826876f32718f27	7	17	18231	115
c7afb02c9ff30fad	8	27	13370769	219030
880740c3083ed870	6	11	2199	220
eb73fa7ae8b71c34	6	7	2554	25
7164cc705bc26693	8	24	268555	10311
8dc29f2691b51194	8	23	46529	2232
c72c4d99be8757a8	6	9	1014	15
af6f1db6125579bf	8	16	3725	394
a121146e0106e443	7	13	1537	114
40140869c619b351	8	19	1	287
a8e827141f1d4239	7	8	1232	153
64fa83a261c7a2a5	7	11	1351	133
759a3fa06d2746c4	8	27	13370769	51987
f4ac7533f9d74a23	7	8	7389	355
7fbbc8c284059ca2	7	12	9555	96
c1bc0271359bdedf	6	11	2433	22
ff08baec3030e599	6	9	871	15
468fc1acf5aad1fb	7	17	51349	196
0c8b3af3df6a350c	7	17	5622	224
e7540e3c619890c2	8	10	3272	1732
5fee3a33a2a6d807	8	27	13370769	51985
c0dc66a0883d2235	7	7	7192	311
bfb9edec10819db7	8	12	8257	779
f893b444eff53c0e	7	7	4761	129
219454071be084c3	8	27	13370769	87876
f17fbfedae27cd00	8	10	4240	1075
7f42d97dfea02333	6	8	842	76
b0d2c052755891e9	7	10	6696	136
1b46a5c98942665f	8	22	49401	4901
4c95b6cb3fd20cd4	7	16	7621	71
c3bda74ca171dae1	8	9	6656	1084
8dcc81fca3a4257a	6	8	1230	16
2053bca3b1bcd637	6	12	3333	20
e514ed9feda94d5d	7	8	12785	252
f57cbe374b69307c	6	9	4906	21
b5ccd4b85e12ae80	6	14	22689	96
a906b545cab5b127	6	5	2792	32
f41e5100143a3689	7	17	60265	778
dd6c7fe686d35fbd	7	20	466927	4410
80957303a51058f2	6	14	22689	35
131686a10b67a2c4	6	10	1822	36
c4bc8fbbdc11d8fc	8	21	138357	1088
b1d9f30e7063714f	8	26	5898985	32419
2cbb066fa25b9be8	6	11	2199	86
914d7ad32641da93	8	27	13370769	44656
f69fcfa19175784a	6	10	4007	157
18f384df53632259	6	13	14161	40
3ab8dc9492507ff4	8	13	4994	784
a903c236c77ac1ce	8	19	5617	868
14fe982359727bf2	6	7	483	14
a21e66a5eb530fd1	7	16	4923	132
51a3eb2a7aba141f	6	6	1433	22
635d86d115079994	7	13	6248	191
824b6fc5c402b0c7	8	11	1904	700
2d91630791b428b4	6	6	3309	34
6086cd66e2147e61	8	21	3627	2735
49d0796d046732d1	8	18	1398	368
243e6f81ed1c2867	8	10	3720	621
5eb4a8dc52a30cfa	7	16	16147	865
bed1db1c0bcbbca9	8	14	1	552
23179c51b9d18b59	8	18	5972	2010
9b3907c58d78ba59	8	19	7118	2017
beaa79635967d206	8	10	8083	665
8fbec2262a7feff8	8	12	25751	1741
449c3306c3446059	6	6	1433	20
3d7e93398bedff24	8	25	582135	15542
709411c7cfe83788	7	19	68109	1239
71a5addaa1dccd79	7	14	19536	256
9d446dedfa0afda7	8	19	1	441
3cd6421739c1e2fe	7	15	5191	91
d7270844aa872020	7	14	3761	111
9989695cb2a574ea	6	11	1265	15
1160a134f86d0bcb	7	17	9851	330
00ceb136806e5fbb	7	6	6089	177
71996d57d94f6034	8	16	26266	1287
91ed5b21a440dd68	6	7	1417	22
da838241f5aeddb4	8	17	13743	770
b8eaa5dd06b6d3bf	8	26	5898985	31813
ca518e4ab766a10c	6	10	703	71
112681c0298714bd	8	22	93101	10798
3d4a1d81a486cfbe	7	14	3761	139
ed75cf69ed34f859	7	15	5876	109
5df65cd93abb8a59	8	26	1293343	26199
198ef050884b04a2	7	14	1819	140
92c75c70f1f0edc3	7	17	9851	78
8d70e4c3a7b487a2	8	13	22645	1842
78505793640b8eca	8	13	1351	570
a3381dede58be3c2	7	16	12829	223
78158c83bd23ed93	6	5	2792	30
021e18dd036c8ab4	7	6	10367	243
309546bdee5a620d	8	16	2545	809
41d1a25d4cafcffd	7	10	2329	74
7ac64c19f64513b1	7	7	5825	141
fdf88e4e1aaf24d6	8	7	12876	1199
fb59037fb48956f4	6	5	2792	30
6d2ea2936cae315f	8	22	29135	2426
73994fd5de2d54ad	8	21	33735	2723
93f52842b87a4fad	7	12	1922	121
8a87810be236cb1b	8	10	4663	829
51d6e96721908750	6	12	5369	27
2c5c3e8386a80d4f	8	26	1293343	55989
f88732e10621a919	8	14	1	345
169179a6f74df812	8	12	7536	1317
06ec103b4c8b2acd	7	18	242713	3422
f08e5f99e4173966	6	11	5971	18
5a5825aa38c2860d	8	23	41679	13662
5bd7dc5e822b739e	7	17	19221	159
338dbde16f23ffdc	8	17	1	649
1e89299083eb563d	6	5	1434	26
100e41b96fc13e3d	7	19	237671	709
dd6125d1b472d845	8	25	582135	10755
3e925a057a5f9991	7	6	10367	239
bb40ea5658b0cdc4	6	8	2142	20
07936b4420811713	7	12	19059	366
38b0328f8ccec96c	8	16	5137	384
eb7b186f8f19e268	7	17	51349	669
92d7ea1cef38e58c	8	16	3052	513
aa765d8ad817e738	8	9	24364	2045
ac2cd2ffb4f07a26	6	6	2521	28
a700d85c34f85715	8	25	582135	13866
e2771b84e9867c3a	7	8	2328	123
8b3cdef665b2f11e	8	14	6000	573
7c79b52342e14eaf	8	26	1293343	51675
3ce32892d76db53e	7	14	15717	229
e5ed9f920f5b942f	8	21	11667	2847
e43f62cbe9e46d94	6	10	4007	25
1f6ee91f575ae37f	6	14	22689	49
39136cc5f0478113	7	15	3325	105
ab1efb1651739312	6	14	22689	97
1e6005c9eab86b32	8	17	14076	1528
06d801b683512aec	7	16	2402	109
d6971950d9a53104	6	7	2554	27
5fa0f69d02bb4ab7	7	15	3125	80
e583693496d6043b	8	15	1592	471
0354dab4e271dabd	6	14	22689	95
cbd9d255e39c3072	6	7	3639	33
9601c495441db920	7	20	466927	2047
85a368dbbfe6f691	7	17	19221	296
32b0a4960b490ca6	6	7	1611	16
3b440d67f488d826	6	8	1778	16
12d10a75e8c7bd0f	6	8	412	13
c156e235d8e21ac4	8	17	2018	1154
480a73d3ac4c0620	6	14	22689	35
5ca1475cce249d7e	7	16	16147	151
ea73cfab88c28cb2	7	8	7001	154
1a1095ad85636909	6	8	3237	28
839c539389f6f5ad	6	7	2244	27
3468544c894c3caa	8	16	8219	842
0fc4c8e641b057f4	6	5	1434	24
8cba8d9724638e8a	6	9	1275	17
a19688503d470a0f	7	18	242713	569
2810025dc5d733ea	6	6	1001	17
b38d6828432f9a92	8	25	582135	6615
a57412f8b9455c3b	6	10	1704	19
0afe91727203ef86	6	14	22689	96
b81d93dc5b395d48	6	14	22689	97
75ca4d55920edc47	6	10	4065	28
9a9e6812c10e38a2	8	19	8555	2970
3987a6878b6e37f9	8	10	11311	1146
6fb50dae7057fac4	7	9	17388	297
051f0d9ddef1ceed	8	13	1351	821
0414cee0d3e0f43a	7	18	57923	758
91b188f5f669da18	6	13	14161	88
b07250c90064f747	6	12	5369	35
db0dd6ba66e4f297	8	9	2693	1274
79d713a0c738d4c2	8	23	147092	7378
174a223daaf3f976	7	20	466927	1941
c4d5fe2de6f01c0a	6	6	2530	22
67e9d24ab0349bdd	6	9	1870	17
562b6a4d1ff3803d	8	23	147092	8262
8e11fdbc460ce99c	6	8	1241	14
525ad5b5c99f43ae	8	18	11130	1161
9fa838b3bba6ef57	6	9	1275	22
0226db1b015a6aa9	7	17	19221	519
5dc4e6d05d08d08c	8	17	9718	1177
e93d36cd3ec07fa2	6	14	22689	49
17d3ed5655b63898	6	11	1265	17
eea08e87235c0eed	6	12	3333	16
458298ca6bf117ee	7	17	19221	498
1db8a82a956efd91	6	6	2045	23
6625a337c968458f	7	13	3418	142
235105042afd26ad	6	9	1014	13
7680e1d6b4d40ef2	7	17	19221	210
cea92a234d79bd3b	8	19	64414	3662
e0e4ff7a30f10015	6	5	1434	22
6426650e18d10f04	6	9	3298	31
bd41e9d3efb7e299	6	11	2199	17
00ceae7aff07a308	8	22	174471	1543
dbc08029073d78bf	7	11	1114	76
29439831846c006e	7	14	3903	110
67c5d305ba2c82c6	6	14	22689	95
182148ad01cfe368	8	10	2563	766
17eb7c8c6ace404c	7	15	5811	140
13596f34dbc299d1	6	13	5299	23
cb763eb2d24719ee	6	9	5631	23
667f39b53b4ffeb2	7	11	10820	184
7f9861fb5c31d052	7	20	466927	1953
b706d848e8aaa907	8	25	5462079	17317
52589c05a5754526	6	6	1433	81
6fd72729ed3d8b1a	6	12	5369	38
e55cf1965c8154c2	7	13	1684	133
47177da89218dbb9	6	7	1147	18
a24549bcdcc5799f	8	8	14332	1495
c5346593d12331e7	8	27	13370769	42622
367c89b17a765cfe	6	5	1434	153
d3de590f85dc16ca	6	10	703	14
f863ce125f50d9c4	8	25	144281	11000
11ef4ffd251bea2d	7	15	1298	61
dcc86f05e2c39cb0	6	6	3309	36
07e47cd5b3ed9ff5	7	19	237671	532
186ed1c545610e4d	8	25	582135	15857
ec256d6969d2615b	7	17	18231	810
d84a865c284f9a96	6	9	1275	17
c87fd9d2e16f4e24	6	11	2199	19
f15c512d823d895c	8	21	34747	2133
66467b6521860b58	6	14	22689	95
a2d2770d43c4c4f5	8	17	39891	3448
c6fdaadd53c5d77b	7	14	1819	145
c93e61ea9826ac32	7	12	14476	109
51bebe893ca4cab1	6	11	5053	44
4f5310c56f99418d	8	24	268555	36001
879f923adbf68b10	6	8	1115	16
eeb208ac19ea4cb1	6	9	2204	23
09c4179e2ac4f956	6	12	16035	86
c700c393ea50a165	6	10	1704	21
867d945b2339c8cc	8	26	5898985	27350
18925931fdf2b94e	6	5	1332	86
e1d62fc1625d4a92	6	12	3333	16
bbb8c3184f40bc53	7	11	3202	148
6381bee3a8314692	6	14	22689	48
de62ee8368a9b11c	6	6	2521	31
475c243ac72db833	6	8	3274	33
214a4eb2a5c0bc8a	7	17	19187	406
56162f9fbcca0326	8	12	2443	780
e730377480546473	6	12	3333	23
0bb6c76aeae1b398	8	24	268555	3043
9b3043c70ea4d73f	7	14	44415	257
6568994cd6b025df	8	13	22714	1169
0edb47fd01399705	6	5	4714	33
714088b4429d9e16	8	27	13370769	88462
e7dd839a6063987b	6	6	1072	148
22a318a1f8c0aba7	6	13	14161	40
801759b1f9a810bc	7	7	2855	130
00df19266a5bf986	8	19	10010	3220
b71aa70b9131f4d4	6	7	2554	32
30124148bcafad0f	7	14	1	108
949e906599bc11d3	7	14	2768	100
a8eef9641eb4fd60	8	11	2685	809
948c90f7ded3339a	6	6	1334	23
0fec5f438f1365fe	8	7	39666	2776
c15bded1e796f3e1	8	24	698307	2862
2504e72fb5b8cb7f	7	16	4717	245
43c28de3a4d9ba5c	6	14	22689	96
ff424a04b50dcc69	7	11	14256	167
c097f779ef940ba8	6	6	1334	20
e108fa2c24a08dae	7	7	757	101
b2c61c980de8d080	8	16	8964	789
3028ba8dc33d4bbe	8	17	4200	857
dd124d55c4e0d01c	8	12	1579	457
48c9ec3ede43d878	8	8	8055	960
71a4fb2846381005	7	11	3820	154
e11a1253e8edbfaa	6	12	16035	34
d151389e9176e082	7	19	68109	1325
8f8b96c86c848e3d	7	16	11723	290
c73450e9da8a3cd0	7	16	53872	662
4e102e5dd868d7d7	6	10	1544	13
c2ec86e5e169c744	8	21	95027	2251
d54a023b868c82f7	7	12	11127	439
392be98fff36f190	6	12	3333	23
0379cb7d54560e58	7	19	68109	416
5f2f99ee5f88f2ac	6	7	483	15
68f5da15a5abbe9e	7	16	4923	97
624348a1d59f5037	7	12	1646	135
02e3ae10d7e306e1	6	13	14161	35
4fd79f656ae65c55	7	20	466927	1984
19cafebfd50a3f9b	6	6	1001	17
27c7554600422455	6	9	2277	22
74f767ae69940429	7	11	4548	366
dbf40c57f6e00b8a	8	25	5462079	35858
6af00207ba6c2299	7	7	4532	192
e439395340e3c739	8	21	133003	4726
8294edfe74d816e7	7	6	6089	210
3f9f45eb64d27d21	6	8	1472	22
000764edcac8f6d4	8	11	10018	922
9679535514b8fb75	8	18	12207	1031
aa4bfcdf9c6032f9	8	9	23899	1403
bca30f97781fd6f9	8	27	13370769	217998
ca397a985e5cd980	7	19	68109	770
81b96f87e3aee445	7	11	3151	143
799ee7cc788e6b9b	7	8	5569	190
f5d1586e2ec7e9b9	6	6	584	18
fbb4886da4038e1e	7	19	237671	548
b16d07981469bd1e	6	5	2792	30
0d31375dff8f6a5a	8	16	7678	1183
5bb070a54aa6a4fc	6	7	1147	22
6f09ca639b672566	8	17	1998	601
7356063f5c120b67	7	18	35993	329
083cdb1f85b8bfb4	8	17	1	202
a50eadbf3929acb4	8	9	59866	2856
75ed8a9424958bfc	8	15	3143	793
3054758cb09194fb	7	15	8249	182
9ac0fc687cf4d9fc	6	13	14161	97
dd9004a8be07479b	8	27	13370769	224663
49eed5e796809dd9	7	10	11085	474
a547a41e6fb3c30a	7	10	868	126
915ec49483ff3114	6	14	22689	48
a6d0f16023ec9e0c	8	16	5676	485
2facdc293ca1530c	6	8	1230	17
ec9a2cc9497f91ed	8	13	30010	1628
c7e6ac5f52e5cdfe	7	9	1476	96
220337417a35239e	7	6	2993	188
e1fc0497c936943a	7	7	24844	322
b7b93b9e651020f5	7	19	237671	4041
abadb5fd0459cf6b	6	6	2530	25
10f91ad2e0bc0d0d	6	13	14161	87
8a333dd4ab75f639	6	6	3309	31
134265600b11c327	8	23	23695	2325
51eab760c9b0ffa9	8	19	17346	1980
f3e067f65414fd0b	6	8	8688	40
5b73e2be3c886af8	8	11	1843	949
01825730a24b48b7	8	22	29135	585
a5b3223e10505713	7	9	6052	154
615e19d64c6da5f9	8	10	26485	1462
9e9332c4a989ea25	8	24	945835	24821
0ee967fcbfae956e	8	8	13426	2346
0f3b7372534347df	8	24	520843	10530
4829a5c12bdcfd67	6	7	476	17
1769b97b5e7a29dd	7	19	68109	721
747d17882f3566b0	6	6	1001	16
7f0504f8c900a582	8	14	1	891
5cebd0e0880ea84d	7	8	1225	90
dca178c8677ef641	8	26	5898985	190889
a23b3923335e20b6	8	13	5399	1223
dad36065eb71806e	8	8	20911	1252
8e53bd2e7e05d879	6	13	14161	35
ad2a95fc59124f4d	6	7	1687	17
9534e9fd350ac05e	8	13	36929	1496
f5d49bf65b48070c	8	17	5463	1203
9facc8a512a11fab	7	18	57923	463
edf1ff001d747c34	7	19	237671	772
9702ea8724dd881c	8	15	1216	405
2633abcc7bd9f918	7	17	51349	267
22bceeabb8bf6700	7	11	6778	230
c614dffef0ab9861	6	6	1254	20
9d08a4fed0f09b54	6	11	5971	30
ff7caad8257a0448	8	9	29095	2471
500eed8147db44a6	7	19	68109	1322
10ad05025b940cfa	6	14	22689	109
70e7155062b616d2	6	10	703	20
e2a0c6c6c834c379	8	20	2284	1029
b98a37a3dc6fcce9	6	11	1265	9
effad9c43bf606f2	7	19	237671	1962
e47d9c93d37279a4	6	11	2199	21
e9bf5f867f373247	7	10	1373	79
36d00e394f6c44a4	7	18	57923	1490
f0395cf74b2b4e96	6	5	652	20
7f02db392d0395a5	6	13	14161	85
3452121e1eff4fa2	6	11	5053	23
8c7048c78db57bc3	8	25	582135	8612
3abb4713cf828752	6	7	1611	20
01396951bb7d68f6	8	25	5462079	20459
daca134c264d2a86	6	11	1265	43
9b96e728b1eb37fd	7	20	466927	1060
c64b4db75a8c77c8	6	11	2199	21
4aa8027d8dd843f3	6	8	1739	16
c34829e5e04fe5a2	8	26	1293343	16550
38889a703e84f34e	8	27	13370769	52530
ef9d977fe81812eb	7	11	1807	198
0b8daaa4d5461032	7	10	3155	108
0af66d10c50b4529	8	11	9763	946
6332b59d1f998460	7	19	237671	889
b5f6379797a16020	8	14	20290	2860
3c7d6020a46f6de2	7	7	3244	159
661f390a7f388d87	7	15	5876	70
c388843f6125d043	6	5	1332	24
2b103f62432227cb	8	14	2100	777
807450e3a7061b90	8	26	1293343	9223
3d8ce5f76468e279	7	13	75915	269
ea31a79d9b23ce62	8	15	11444	2573
8b04fd943d3662eb	7	7	10666	229
fbe039580c2c6fee	6	12	3333	19
07f56b6562e645a7	7	19	68109	1265
a529ec3131fe0fc4	6	12	16035	37
b9474237857e55c7	7	13	4642	98
a4a17cc9b98be4cd	8	18	5858	2181
db4382f9ed8d3ba9	6	7	1417	23
de8cd640e65ca68e	6	10	4065	28
82a81c574b1b07b5	6	8	2617	22
8291a62d4625617a	6	6	2521	25
5d2a1f19fc18b1ac	8	20	2012	717
019f606f866b320b	6	6	1334	22
372c5570a289ffe8	6	10	1822	34
93b60194d56e1720	6	9	5631	43
3605d58c99f75ad2	8	7	40028	2332
2d7c2d7c312c4bcb	6	8	601	13
5ebc1760a256cccf	6	5	1332	27
8f1093ad565ed6f1	7	8	4784	233
1517e6cb5403309c	6	6	1334	22
3467eb96d39917b3	8	26	5898985	18915
7a32db3f58e6a471	7	9	1028	152
a94c00a3544e52f5	6	8	1472	17
e338d7ef44f1734a	7	15	7993	162
c61865e23f337502	8	9	12084	1447
8ffcc7c3f94d69e4	8	16	3623	494
d912c71cdb54d488	7	17	9851	188
810ab77048f9a647	6	9	871	18
007009b7755bb5fe	6	11	5971	30
2a324c5b6f9d9387	7	15	8427	149
685082c75a3355c3	6	13	5299	29
cc853ea74d96f38b	8	17	2287	643
f75900d50b2b0c6b	8	10	2868	655
72687b958972f74f	6	14	22689	49
ce745cd7b928810c	6	9	2279	27
4bab4954060a827e	8	16	1623	928
e82e1aa8b4fbae7f	6	9	4906	18
1e0544f75fd0f67c	6	6	1072	21
e670c39b50b49a4f	7	13	868	82
ef98fc720b6b16da	8	11	17632	1746
cbba60ff4385e82b	7	13	22918	237
3e4d44fd8ca4aea0	8	16	39703	1781
318f920a4b3c4cab	6	9	2277	16
68e967edc3a84701	6	8	1115	15
df3f6776fa4942e1	7	12	799	100
26d896468f822f05	7	19	237671	1498
23cb133ec38d3393	6	7	1687	16
76f20957bcc07db0	6	13	14161	28
ff49b994054a7a6c	7	16	4923	368
cd99a9000fe93d61	8	16	8510	821
db58e4e3e4d64763	6	7	668	15
d83c396752cbfcb5	7	9	2998	112
9e9a3426414534db	7	13	20781	175
fe22096ce0ad5751	6	7	2554	31
a258f004708a20de	7	19	237671	920
acc5ea5bb8254f5b	8	22	29055	3611
0d5f08f7ff0fcf0d	8	10	5338	882
7a5c5ffe23d4c0d2	7	10	624	64
c5ded84a3b1bbed7	8	19	118683	3417
54548f02a5a0fb51	7	8	17795	407
43f705068cfb13b0	8	25	582135	8064
74dfc27a4934a709	8	12	2627	806
fa9dffb94b8bab53	8	20	9788	485
6b21afa1b49e1f50	6	6	1334	20
e320ef0c81dc3a39	7	9	1035	135
6512fc5e6ea2febc	7	19	68109	153
6e77d87f426f4b43	6	5	652	19
96449784095ebdd5	6	7	483	15
7fa440ca72a42534	8	10	7542	777
9af94961dc9ec6d5	8	17	58477	2992
3b0cf4a3b2ef6346	7	11	18210	295
0681005fe47b426c	7	17	19221	405
9a9ddfa37b15b9e6	7	19	237671	860
1c62e0b8cd93ff3e	6	8	1778	20
317bc6a0a46c41f2	7	8	3890	181
211eca5b5473b492	6	7	1021	20
918bbf799562e674	6	5	4714	33
b7515e58a0cf584e	7	18	35993	277
8524f88d67e253de	6	14	22689	96
070d5ff761f96b47	7	18	35993	247
82654c6107600855	7	14	3171	115
f7c198cfaf2c6c65	7	7	2949	129
6f6ccf68e39869e3	6	10	703	16
5a77c2abef3dad1c	8	25	919841	21462
f87c014cc8869846	8	13	2436	460
c31789c9f0534958	7	9	6600	204
c7ed6041c2e2b4fe	8	24	254811	3808
485f8bf0503b9434	8	11	7219	1286
056fed9258eca96d	8	10	4663	1211
6b9a70bc225680f5	8	14	18060	1958
e4a1351b14c9e774	8	13	4601	1128
ddde27b1508ac1e0	6	13	5299	38
83565262a31e8a3b	8	11	1058	506
ca3ba0e27893c8e6	6	9	3750	30
085aec4c7133bdd5	8	21	80165	1937
f047966496aaaf26	6	14	22689	48
632d839bf5828d11	7	6	9507	264
66605782e4a2c479	7	18	35993	177
267c76af50b6865b	8	27	13370769	93820
103d273f7cc32929	7	18	57923	398
42037a08dc74ea43	8	24	698307	6165
0b2f77a305f14b3d	7	15	16476	972
b021d8e0bbc6543f	6	14	22689	48
f6ce6033f2e63a53	7	8	1232	142
d014f7a260cb2266	6	12	5369	48
3b99f577831ddb79	8	22	87357	3339
d13842adc465b764	6	6	1001	17
75f9facf059c2e17	6	7	1417	22
423140f5d67bb1f4	6	11	2199	19
23174a720fd4823e	6	10	6302	31
96c10427d8ee11bd	6	8	1230	23
b2a3cecdf62ff5f9	8	24	1262389	44050
8d658d5056ad6759	7	12	28843	412
ce01af4d6934b8b3	7	7	4290	111
b7ba6a81006595ef	7	13	1537	76
e8268fde56c7f06e	7	8	2142	140
68aada0baef89d6d	7	8	5035	176
b923492612a46213	8	23	75577	1686
88e4d51d2b35c957	7	20	466927	1041
2cdc132b156d3cbd	8	26	5898985	26864
0cc887164f17dec4	7	19	68109	780
f22db1cee3361d62	7	8	2958	100
e2060c8d6e2f81bb	7	6	2993	142
a4849ce9eaa38def	8	27	13370769	43098
0ea15119c722102c	6	6	3309	163
56c302c2dec9f4f5	6	14	22689	94
bff0878710e455bd	6	12	5369	36
0eff629a05479f8c	6	8	2142	22
debc839459d67b62	6	5	1332	27
8ad9b7d70c04831d	7	6	9507	167
d975cfc7a564d75c	8	7	19116	1499
fbe701f606cb47a1	6	6	1072	20
28c6716e5568c0ea	8	24	698307	37895
d7d43606fb00a0e5	7	19	68109	426
c7ae97720ffa7a43	6	7	5494	40
b9184afcef67ef2e	8	11	5274	885
5dc19a01abc6f158	7	6	10367	234
fe20565a018cdad1	8	21	4715	1718
97d58393260eea6c	7	17	51349	224
d8492af9f627c89b	6	6	1433	28
aebd8b60811f6bd2	8	27	13370769	43134
f83ab1a349e1d484	7	10	868	218
6c669f89594f31ae	8	24	268555	2567
5bb6b88a03415a8f	8	24	520843	6874
3fe5036028ee203b	6	13	5299	29
556a6512227acb69	8	23	46529	2134
c49e53045a426552	6	10	703	20
373b142bb26714ab	6	9	1870	23
b5764058f71eec0c	7	19	237671	3715
6bd45099509f4e12	6	12	16035	95
7ca644241cf02827	6	7	483	21
eab757ac2ae01e9c	8	13	999	680
e7d8bbf1ecd6e9e7	6	8	1115	13
5e521163c2a09a40	6	5	652	17
eee2fba73466fa71	7	9	1861	114
0e75fc2c8e25fad8	7	8	2958	95
ef7f85b07c49be51	8	24	520843	38671
fb96260e0ee3fe3e	7	19	68109	572
953c42c8799a4c13	6	11	1822	19
